,product,sales,date,region
1193,periwinkle morsel,648.75,2018-03-20,south
1194,periwinkle morsel,747.5,2018-03-20,east
1195,periwinkle morsel,746.25,2018-03-20,west
1196,vermilion morsel,2784.42,2018-03-20,north
1197,vermilion morsel,2779.4300000000003,2018-03-20,south
1198,vermilion morsel,2839.31,2018-03-20,east
1199,vermilion morsel,2664.6600000000003,2018-03-20,west
1200,lapis morsel,1056.69,2018-03-20,north
1201,lapis morsel,1024.85,2018-03-20,south
1202,lapis morsel,1158.18,2018-03-20,east
1203,lapis morsel,1186.04,2018-03-20,west
1204,pink morsel,1743.0,2018-03-21,north
1205,pink morsel,1569.0,2018-03-21,south
1206,pink morsel,1593.0,2018-03-21,east
1207,pink morsel,1578.0,2018-03-21,west
1208,gold morsel,5924.07,2018-03-21,north
1209,gold morsel,5924.07,2018-03-21,south
1210,gold morsel,5594.400000000001,2018-03-21,east
1211,gold morsel,5094.900000000001,2018-03-21,west
1212,magenta morsel,1285.0,2018-03-21,north
1213,magenta morsel,1415.0,2018-03-21,south
1214,magenta morsel,1367.5,2018-03-21,east
1215,magenta morsel,1417.5,2018-03-21,west
1216,chartreuse morsel,1785.0,2018-03-21,north
1217,chartreuse morsel,1569.0,2018-03-21,south
1218,chartreuse morsel,1656.0,2018-03-21,east
1219,chartreuse morsel,1746.0,2018-03-21,west
1220,periwinkle morsel,657.5,2018-03-21,north
1221,periwinkle morsel,710.0,2018-03-21,south
1222,periwinkle morsel,656.25,2018-03-21,east
1223,periwinkle morsel,696.25,2018-03-21,west
1224,vermilion morsel,2624.7400000000002,2018-03-21,north
1225,vermilion morsel,2514.96,2018-03-21,south
1226,vermilion morsel,2679.63,2018-03-21,east
1227,vermilion morsel,2594.8,2018-03-21,west
1228,lapis morsel,1012.91,2018-03-21,north
1229,lapis morsel,995.0,2018-03-21,south
1230,lapis morsel,1120.37,2018-03-21,east
1231,lapis morsel,1128.33,2018-03-21,west
1232,pink morsel,1578.0,2018-03-22,north
1233,pink morsel,1581.0,2018-03-22,south
1234,pink morsel,1653.0,2018-03-22,east
1235,pink morsel,1578.0,2018-03-22,west
1236,gold morsel,5064.93,2018-03-22,north
1237,gold morsel,5214.78,2018-03-22,south
1238,gold morsel,5834.16,2018-03-22,east
1239,gold morsel,5024.97,2018-03-22,west
1240,magenta morsel,1462.5,2018-03-22,north
1241,magenta morsel,1335.0,2018-03-22,south
1242,magenta morsel,1277.5,2018-03-22,east
1243,magenta morsel,1390.0,2018-03-22,west
1244,chartreuse morsel,1674.0,2018-03-22,north
1245,chartreuse morsel,1644.0,2018-03-22,south
1246,chartreuse morsel,1767.0,2018-03-22,east
1247,chartreuse morsel,1761.0,2018-03-22,west
1248,periwinkle morsel,698.75,2018-03-22,north
1249,periwinkle morsel,740.0,2018-03-22,south
1250,periwinkle morsel,721.25,2018-03-22,east
1251,periwinkle morsel,646.25,2018-03-22,west
1252,vermilion morsel,2495.0,2018-03-22,north
1253,vermilion morsel,2814.36,2018-03-22,south
1254,vermilion morsel,2789.4100000000003,2018-03-22,east
1255,vermilion morsel,2594.8,2018-03-22,west
1256,lapis morsel,1104.45,2018-03-22,north
1257,lapis morsel,1016.89,2018-03-22,south
1258,lapis morsel,1076.59,2018-03-22,east
1259,lapis morsel,1096.49,2018-03-22,west
1260,pink morsel,1761.0,2018-03-23,north
1261,pink morsel,1611.0,2018-03-23,south
1262,pink morsel,1749.0,2018-03-23,east
1263,pink morsel,1764.0,2018-03-23,west
1264,gold morsel,5184.81,2018-03-23,north
1265,gold morsel,5774.22,2018-03-23,south
1266,gold morsel,5434.56,2018-03-23,east
1267,gold morsel,5474.52,2018-03-23,west
1268,magenta morsel,1417.5,2018-03-23,north
1269,magenta morsel,1270.0,2018-03-23,south
1270,magenta morsel,1267.5,2018-03-23,east
1271,magenta morsel,1457.5,2018-03-23,west
1272,chartreuse morsel,1659.0,2018-03-23,north
1273,chartreuse morsel,1539.0,2018-03-23,south
1274,chartreuse morsel,1752.0,2018-03-23,east
1275,chartreuse morsel,1515.0,2018-03-23,west
1276,periwinkle morsel,657.5,2018-03-23,north
1277,periwinkle morsel,745.0,2018-03-23,south
1278,periwinkle morsel,743.75,2018-03-23,east
1279,periwinkle morsel,736.25,2018-03-23,west
1280,vermilion morsel,2559.87,2018-03-23,north
1281,vermilion morsel,2659.67,2018-03-23,south
1282,vermilion morsel,2784.42,2018-03-23,east
1283,vermilion morsel,2589.81,2018-03-23,west
1284,lapis morsel,1052.71,2018-03-23,north
1285,lapis morsel,1026.84,2018-03-23,south
1286,lapis morsel,1170.12,2018-03-23,east
1287,lapis morsel,1040.77,2018-03-23,west
1288,pink morsel,1716.0,2018-03-24,north
1289,pink morsel,1710.0,2018-03-24,south
1290,pink morsel,1800.0,2018-03-24,east
1291,pink morsel,1728.0,2018-03-24,west
1292,gold morsel,5424.57,2018-03-24,north
1293,gold morsel,5574.42,2018-03-24,south
1294,gold morsel,5484.51,2018-03-24,east
1295,gold morsel,5624.37,2018-03-24,west
1296,magenta morsel,1417.5,2018-03-24,north
1297,magenta morsel,1492.5,2018-03-24,south
1298,magenta morsel,1315.0,2018-03-24,east
1299,magenta morsel,1345.0,2018-03-24,west
1300,chartreuse morsel,1719.0,2018-03-24,north
1301,chartreuse morsel,1752.0,2018-03-24,south
1302,chartreuse morsel,1767.0,2018-03-24,east
1303,chartreuse morsel,1617.0,2018-03-24,west
1304,periwinkle morsel,695.0,2018-03-24,north
1305,periwinkle morsel,652.5,2018-03-24,south
1306,periwinkle morsel,732.5,2018-03-24,east
1307,periwinkle morsel,653.75,2018-03-24,west
1308,vermilion morsel,2854.28,2018-03-24,north
1309,vermilion morsel,2559.87,2018-03-24,south
1310,vermilion morsel,2639.71,2018-03-24,east
1311,vermilion morsel,2864.26,2018-03-24,west
1312,lapis morsel,1076.59,2018-03-24,north
1313,lapis morsel,1074.6,2018-03-24,south
1314,lapis morsel,1098.48,2018-03-24,east
1315,lapis morsel,1038.78,2018-03-24,west
1316,pink morsel,1743.0,2018-03-25,north
1317,pink morsel,1764.0,2018-03-25,south
1318,pink morsel,1740.0,2018-03-25,east
1319,pink morsel,1707.0,2018-03-25,west
1320,gold morsel,5464.53,2018-03-25,north
1321,gold morsel,5154.84,2018-03-25,south
1322,gold morsel,5844.150000000001,2018-03-25,east
1323,gold morsel,5914.08,2018-03-25,west
1324,magenta morsel,1262.5,2018-03-25,north
1325,magenta morsel,1287.5,2018-03-25,south
1326,magenta morsel,1437.5,2018-03-25,east
1327,magenta morsel,1470.0,2018-03-25,west
1328,chartreuse morsel,1764.0,2018-03-25,north
1329,chartreuse morsel,1548.0,2018-03-25,south
1330,chartreuse morsel,1563.0,2018-03-25,east
1331,chartreuse morsel,1650.0,2018-03-25,west
1332,periwinkle morsel,680.0,2018-03-25,north
1333,periwinkle morsel,723.75,2018-03-25,south
1334,periwinkle morsel,631.25,2018-03-25,east
1335,periwinkle morsel,711.25,2018-03-25,west
1336,vermilion morsel,2759.4700000000003,2018-03-25,north
1337,vermilion morsel,2714.56,2018-03-25,south
1338,vermilion morsel,2764.46,2018-03-25,east
1339,vermilion morsel,2864.26,2018-03-25,west
1340,lapis morsel,1126.34,2018-03-25,north
1341,lapis morsel,1112.41,2018-03-25,south
1342,lapis morsel,1162.16,2018-03-25,east
1343,lapis morsel,1190.02,2018-03-25,west
1344,pink morsel,1509.0,2018-03-26,north
1345,pink morsel,1641.0,2018-03-26,south
1346,pink morsel,1533.0,2018-03-26,east
1347,pink morsel,1752.0,2018-03-26,west
1348,gold morsel,5604.39,2018-03-26,north
1349,gold morsel,5854.14,2018-03-26,south
1350,gold morsel,5514.4800000000005,2018-03-26,east
1351,gold morsel,5264.7300000000005,2018-03-26,west
1352,magenta morsel,1442.5,2018-03-26,north
1353,magenta morsel,1452.5,2018-03-26,south
1354,magenta morsel,1372.5,2018-03-26,east
1355,magenta morsel,1352.5,2018-03-26,west
1356,chartreuse morsel,1536.0,2018-03-26,north
1357,chartreuse morsel,1743.0,2018-03-26,south
1358,chartreuse morsel,1572.0,2018-03-26,east
1359,chartreuse morsel,1599.0,2018-03-26,west
1360,periwinkle morsel,677.5,2018-03-26,north
1361,periwinkle morsel,713.75,2018-03-26,south
1362,periwinkle morsel,738.75,2018-03-26,east
1363,periwinkle morsel,650.0,2018-03-26,west
1364,vermilion morsel,2789.4100000000003,2018-03-26,north
1365,vermilion morsel,2979.03,2018-03-26,south
1366,vermilion morsel,2639.71,2018-03-26,east
1367,vermilion morsel,2654.6800000000003,2018-03-26,west
1368,lapis morsel,1068.6299999999999,2018-03-26,north
1369,lapis morsel,1176.09,2018-03-26,south
1370,lapis morsel,1016.89,2018-03-26,east
1371,lapis morsel,1160.17,2018-03-26,west
1372,pink morsel,1767.0,2018-03-27,north
1373,pink morsel,1590.0,2018-03-27,south
1374,pink morsel,1533.0,2018-03-27,east
1375,pink morsel,1704.0,2018-03-27,west
1376,gold morsel,5994.0,2018-03-27,north
1377,gold morsel,5784.21,2018-03-27,south
1378,gold morsel,5974.02,2018-03-27,east
1379,gold morsel,5664.33,2018-03-27,west
1380,magenta morsel,1335.0,2018-03-27,north
1381,magenta morsel,1317.5,2018-03-27,south
1382,magenta morsel,1250.0,2018-03-27,east
1383,magenta morsel,1372.5,2018-03-27,west
1384,chartreuse morsel,1668.0,2018-03-27,north
1385,chartreuse morsel,1611.0,2018-03-27,south
1386,chartreuse morsel,1761.0,2018-03-27,east
1387,chartreuse morsel,1533.0,2018-03-27,west
1388,periwinkle morsel,683.75,2018-03-27,north
1389,periwinkle morsel,666.25,2018-03-27,south
1390,periwinkle morsel,726.25,2018-03-27,east
1391,periwinkle morsel,657.5,2018-03-27,west
1392,vermilion morsel,2929.13,2018-03-27,north
1393,vermilion morsel,2674.6400000000003,2018-03-27,south
1394,vermilion morsel,2614.76,2018-03-27,east
1395,vermilion morsel,2719.55,2018-03-27,west
1396,lapis morsel,1184.05,2018-03-27,north
1397,lapis morsel,1074.6,2018-03-27,south
1398,lapis morsel,1006.9399999999999,2018-03-27,east
1399,lapis morsel,1020.87,2018-03-27,west
1400,pink morsel,1671.0,2018-03-28,north
1401,pink morsel,1527.0,2018-03-28,south
1402,pink morsel,1524.0,2018-03-28,east
1403,pink morsel,1629.0,2018-03-28,west
1404,gold morsel,5494.5,2018-03-28,north
1405,gold morsel,5344.650000000001,2018-03-28,south
1406,gold morsel,5344.650000000001,2018-03-28,east
1407,gold morsel,5804.1900000000005,2018-03-28,west
1408,magenta morsel,1467.5,2018-03-28,north
1409,magenta morsel,1485.0,2018-03-28,south
1410,magenta morsel,1397.5,2018-03-28,east
1411,magenta morsel,1452.5,2018-03-28,west
1412,chartreuse morsel,1581.0,2018-03-28,north
1413,chartreuse morsel,1755.0,2018-03-28,south
1414,chartreuse morsel,1674.0,2018-03-28,east
1415,chartreuse morsel,1560.0,2018-03-28,west
1416,periwinkle morsel,658.75,2018-03-28,north
1417,periwinkle morsel,723.75,2018-03-28,south
1418,periwinkle morsel,743.75,2018-03-28,east
1419,periwinkle morsel,675.0,2018-03-28,west
1420,vermilion morsel,2504.98,2018-03-28,north
1421,vermilion morsel,2624.7400000000002,2018-03-28,south
1422,vermilion morsel,2759.4700000000003,2018-03-28,east
1423,vermilion morsel,2649.69,2018-03-28,west
1424,lapis morsel,1080.57,2018-03-28,north
1425,lapis morsel,1002.96,2018-03-28,south
1426,lapis morsel,1122.36,2018-03-28,east
1427,lapis morsel,1024.85,2018-03-28,west
1428,pink morsel,1722.0,2018-03-29,north
1429,pink morsel,1557.0,2018-03-29,south
1430,pink morsel,1686.0,2018-03-29,east
1431,pink morsel,1779.0,2018-03-29,west
1432,gold morsel,5824.17,2018-03-29,north
1433,gold morsel,4995.0,2018-03-29,south
1434,gold morsel,5364.63,2018-03-29,east
1435,gold morsel,5014.9800000000005,2018-03-29,west
1436,magenta morsel,1285.0,2018-03-29,north
1437,magenta morsel,1482.5,2018-03-29,south
1438,magenta morsel,1367.5,2018-03-29,east
1439,magenta morsel,1465.0,2018-03-29,west
1440,chartreuse morsel,1512.0,2018-03-29,north
1441,chartreuse morsel,1767.0,2018-03-29,south
1442,chartreuse morsel,1746.0,2018-03-29,east
1443,chartreuse morsel,1710.0,2018-03-29,west
1444,periwinkle morsel,747.5,2018-03-29,north
1445,periwinkle morsel,648.75,2018-03-29,south
1446,periwinkle morsel,680.0,2018-03-29,east
1447,periwinkle morsel,750.0,2018-03-29,west
1448,vermilion morsel,2539.9100000000003,2018-03-29,north
1449,vermilion morsel,2534.92,2018-03-29,south
1450,vermilion morsel,2549.8900000000003,2018-03-29,east
1451,vermilion morsel,2934.1200000000003,2018-03-29,west
1452,lapis morsel,1156.19,2018-03-29,north
1453,lapis morsel,1174.1,2018-03-29,south
1454,lapis morsel,1168.1299999999999,2018-03-29,east
1455,lapis morsel,1040.77,2018-03-29,west
1456,pink morsel,1734.0,2018-03-30,north
1457,pink morsel,1776.0,2018-03-30,south
1458,pink morsel,1554.0,2018-03-30,east
1459,pink morsel,1725.0,2018-03-30,west
1460,gold morsel,5384.61,2018-03-30,north
1461,gold morsel,5424.57,2018-03-30,south
1462,gold morsel,5464.53,2018-03-30,east
1463,gold morsel,5414.58,2018-03-30,west
1464,magenta morsel,1347.5,2018-03-30,north
1465,magenta morsel,1337.5,2018-03-30,south
1466,magenta morsel,1370.0,2018-03-30,east
1467,magenta morsel,1312.5,2018-03-30,west
1468,chartreuse morsel,1629.0,2018-03-30,north
1469,chartreuse morsel,1500.0,2018-03-30,south
1470,chartreuse morsel,1500.0,2018-03-30,east
1471,chartreuse morsel,1566.0,2018-03-30,west
1472,periwinkle morsel,722.5,2018-03-30,north
1473,periwinkle morsel,670.0,2018-03-30,south
1474,periwinkle morsel,680.0,2018-03-30,east
1475,periwinkle morsel,645.0,2018-03-30,west
1476,vermilion morsel,2719.55,2018-03-30,north
1477,vermilion morsel,2649.69,2018-03-30,south
1478,vermilion morsel,2495.0,2018-03-30,east
1479,vermilion morsel,2654.6800000000003,2018-03-30,west
1480,lapis morsel,1040.77,2018-03-30,north
1481,lapis morsel,1192.01,2018-03-30,south
1482,lapis morsel,1114.4,2018-03-30,east
1483,lapis morsel,1168.1299999999999,2018-03-30,west
1484,pink morsel,1617.0,2018-03-31,north
1485,pink morsel,1635.0,2018-03-31,south
1486,pink morsel,1605.0,2018-03-31,east
1487,pink morsel,1785.0,2018-03-31,west
1488,gold morsel,5024.97,2018-03-31,north
1489,gold morsel,5804.1900000000005,2018-03-31,south
1490,gold morsel,5954.04,2018-03-31,east
1491,gold morsel,5914.08,2018-03-31,west
1492,magenta morsel,1450.0,2018-03-31,north
1493,magenta morsel,1362.5,2018-03-31,south
1494,magenta morsel,1305.0,2018-03-31,east
1495,magenta morsel,1500.0,2018-03-31,west
1496,chartreuse morsel,1719.0,2018-03-31,north
1497,chartreuse morsel,1527.0,2018-03-31,south
1498,chartreuse morsel,1758.0,2018-03-31,east
1499,chartreuse morsel,1731.0,2018-03-31,west
1500,periwinkle morsel,730.0,2018-03-31,north
1501,periwinkle morsel,635.0,2018-03-31,south
1502,periwinkle morsel,677.5,2018-03-31,east
1503,periwinkle morsel,675.0,2018-03-31,west
1504,vermilion morsel,2694.6,2018-03-31,north
1505,vermilion morsel,2579.83,2018-03-31,south
1506,vermilion morsel,2824.34,2018-03-31,east
1507,vermilion morsel,2819.35,2018-03-31,west
1508,lapis morsel,1074.6,2018-03-31,north
1509,lapis morsel,1002.96,2018-03-31,south
1510,lapis morsel,1082.56,2018-03-31,east
1511,lapis morsel,1186.04,2018-03-31,west
1512,pink morsel,1761.0,2018-04-01,north
1513,pink morsel,1530.0,2018-04-01,south
1514,pink morsel,1710.0,2018-04-01,east
1515,pink morsel,1506.0,2018-04-01,west
1516,gold morsel,5314.68,2018-04-01,north
1517,gold morsel,5034.96,2018-04-01,south
1518,gold morsel,5634.36,2018-04-01,east
1519,gold morsel,5404.59,2018-04-01,west
1520,magenta morsel,1270.0,2018-04-01,north
1521,magenta morsel,1417.5,2018-04-01,south
1522,magenta morsel,1382.5,2018-04-01,east
1523,magenta morsel,1365.0,2018-04-01,west
1524,chartreuse morsel,1575.0,2018-04-01,north
1525,chartreuse morsel,1515.0,2018-04-01,south
1526,chartreuse morsel,1644.0,2018-04-01,east
1527,chartreuse morsel,1605.0,2018-04-01,west
1528,periwinkle morsel,732.5,2018-04-01,north
1529,periwinkle morsel,665.0,2018-04-01,south
1530,periwinkle morsel,726.25,2018-04-01,east
1531,periwinkle morsel,635.0,2018-04-01,west
1532,vermilion morsel,2834.32,2018-04-01,north
1533,vermilion morsel,2789.4100000000003,2018-04-01,south
1534,vermilion morsel,2664.6600000000003,2018-04-01,east
1535,vermilion morsel,2514.96,2018-04-01,west
1536,lapis morsel,1194.0,2018-04-01,north
1537,lapis morsel,1120.37,2018-04-01,south
1538,lapis morsel,1128.33,2018-04-01,east
1539,lapis morsel,1022.86,2018-04-01,west
1540,pink morsel,1509.0,2018-04-02,north
1541,pink morsel,1797.0,2018-04-02,south
1542,pink morsel,1662.0,2018-04-02,east
1543,pink morsel,1530.0,2018-04-02,west
1544,gold morsel,5474.52,2018-04-02,north
1545,gold morsel,5514.4800000000005,2018-04-02,south
1546,gold morsel,5524.47,2018-04-02,east
1547,gold morsel,5984.01,2018-04-02,west
1548,magenta morsel,1357.5,2018-04-02,north
1549,magenta morsel,1377.5,2018-04-02,south
1550,magenta morsel,1307.5,2018-04-02,east
1551,magenta morsel,1480.0,2018-04-02,west
1552,chartreuse morsel,1527.0,2018-04-02,north
1553,chartreuse morsel,1581.0,2018-04-02,south
1554,chartreuse morsel,1650.0,2018-04-02,east
1555,chartreuse morsel,1617.0,2018-04-02,west
1556,periwinkle morsel,725.0,2018-04-02,north
1557,periwinkle morsel,703.75,2018-04-02,south
1558,periwinkle morsel,658.75,2018-04-02,east
1559,periwinkle morsel,700.0,2018-04-02,west
1560,vermilion morsel,2619.75,2018-04-02,north
1561,vermilion morsel,2789.4100000000003,2018-04-02,south
1562,vermilion morsel,2679.63,2018-04-02,east
1563,vermilion morsel,2964.06,2018-04-02,west
1564,lapis morsel,1030.82,2018-04-02,north
1565,lapis morsel,1010.92,2018-04-02,south
1566,lapis morsel,1022.86,2018-04-02,east
1567,lapis morsel,1194.0,2018-04-02,west
1568,pink morsel,1767.0,2018-04-03,north
1569,pink morsel,1767.0,2018-04-03,south
1570,pink morsel,1614.0,2018-04-03,east
1571,pink morsel,1533.0,2018-04-03,west
1572,gold morsel,5564.43,2018-04-03,north
1573,gold morsel,5484.51,2018-04-03,south
1574,gold morsel,5254.74,2018-04-03,east
1575,gold morsel,5334.66,2018-04-03,west
1576,magenta morsel,1427.5,2018-04-03,north
1577,magenta morsel,1477.5,2018-04-03,south
1578,magenta morsel,1275.0,2018-04-03,east
1579,magenta morsel,1332.5,2018-04-03,west
1580,chartreuse morsel,1785.0,2018-04-03,north
1581,chartreuse morsel,1749.0,2018-04-03,south
1582,chartreuse morsel,1653.0,2018-04-03,east
1583,chartreuse morsel,1638.0,2018-04-03,west
1584,periwinkle morsel,698.75,2018-04-03,north
1585,periwinkle morsel,735.0,2018-04-03,south
1586,periwinkle morsel,712.5,2018-04-03,east
1587,periwinkle morsel,678.75,2018-04-03,west
1588,vermilion morsel,2904.1800000000003,2018-04-03,north
1589,vermilion morsel,2679.63,2018-04-03,south
1590,vermilion morsel,2894.2000000000003,2018-04-03,east
1591,vermilion morsel,2944.1,2018-04-03,west
1592,lapis morsel,1108.43,2018-04-03,north
1593,lapis morsel,1068.6299999999999,2018-04-03,south
1594,lapis morsel,1038.78,2018-04-03,east
1595,lapis morsel,1014.9,2018-04-03,west
1596,pink morsel,1767.0,2018-04-04,north
1597,pink morsel,1761.0,2018-04-04,south
1598,pink morsel,1566.0,2018-04-04,east
1599,pink morsel,1623.0,2018-04-04,west
1600,gold morsel,5484.51,2018-04-04,north
1601,gold morsel,5784.21,2018-04-04,south
1602,gold morsel,5234.76,2018-04-04,east
1603,gold morsel,5084.91,2018-04-04,west
1604,magenta morsel,1307.5,2018-04-04,north
1605,magenta morsel,1315.0,2018-04-04,south
1606,magenta morsel,1277.5,2018-04-04,east
1607,magenta morsel,1432.5,2018-04-04,west
1608,chartreuse morsel,1791.0,2018-04-04,north
1609,chartreuse morsel,1758.0,2018-04-04,south
1610,chartreuse morsel,1617.0,2018-04-04,east
1611,chartreuse morsel,1794.0,2018-04-04,west
1612,periwinkle morsel,732.5,2018-04-04,north
1613,periwinkle morsel,735.0,2018-04-04,south
1614,periwinkle morsel,642.5,2018-04-04,east
1615,periwinkle morsel,691.25,2018-04-04,west
1616,vermilion morsel,2584.82,2018-04-04,north
1617,vermilion morsel,2544.9,2018-04-04,south
1618,vermilion morsel,2879.23,2018-04-04,east
1619,vermilion morsel,2689.61,2018-04-04,west
1620,lapis morsel,1122.36,2018-04-04,north
1621,lapis morsel,1182.06,2018-04-04,south
1622,lapis morsel,1070.62,2018-04-04,east
1623,lapis morsel,1136.29,2018-04-04,west
1624,pink morsel,1506.0,2018-04-05,north
1625,pink morsel,1512.0,2018-04-05,south
1626,pink morsel,1692.0,2018-04-05,east
1627,pink morsel,1749.0,2018-04-05,west
1628,gold morsel,5284.71,2018-04-05,north
1629,gold morsel,5144.85,2018-04-05,south
1630,gold morsel,5024.97,2018-04-05,east
1631,gold morsel,5174.82,2018-04-05,west
1632,magenta morsel,1397.5,2018-04-05,north
1633,magenta morsel,1460.0,2018-04-05,south
1634,magenta morsel,1430.0,2018-04-05,east
1635,magenta morsel,1262.5,2018-04-05,west
1636,chartreuse morsel,1557.0,2018-04-05,north
1637,chartreuse morsel,1584.0,2018-04-05,south
1638,chartreuse morsel,1530.0,2018-04-05,east
1639,chartreuse morsel,1527.0,2018-04-05,west
1640,periwinkle morsel,698.75,2018-04-05,north
1641,periwinkle morsel,733.75,2018-04-05,south
1642,periwinkle morsel,741.25,2018-04-05,east
1643,periwinkle morsel,736.25,2018-04-05,west
1644,vermilion morsel,2819.35,2018-04-05,north
1645,vermilion morsel,2749.4900000000002,2018-04-05,south
1646,vermilion morsel,2824.34,2018-04-05,east
1647,vermilion morsel,2854.28,2018-04-05,west
1648,lapis morsel,1062.66,2018-04-05,north
1649,lapis morsel,1086.54,2018-04-05,south
1650,lapis morsel,1154.2,2018-04-05,east
1651,lapis morsel,1182.06,2018-04-05,west
1652,pink morsel,1701.0,2018-04-06,north
1653,pink morsel,1752.0,2018-04-06,south
1654,pink morsel,1632.0,2018-04-06,east
1655,pink morsel,1515.0,2018-04-06,west
1656,gold morsel,5574.42,2018-04-06,north
1657,gold morsel,5664.33,2018-04-06,south
1658,gold morsel,5994.0,2018-04-06,east
1659,gold morsel,5624.37,2018-04-06,west
1660,magenta morsel,1257.5,2018-04-06,north
1661,magenta morsel,1335.0,2018-04-06,south
1662,magenta morsel,1282.5,2018-04-06,east
1663,magenta morsel,1295.0,2018-04-06,west
1664,chartreuse morsel,1704.0,2018-04-06,north
1665,chartreuse morsel,1749.0,2018-04-06,south
1666,chartreuse morsel,1782.0,2018-04-06,east
1667,chartreuse morsel,1629.0,2018-04-06,west
1668,periwinkle morsel,696.25,2018-04-06,north
1669,periwinkle morsel,666.25,2018-04-06,south
1670,periwinkle morsel,701.25,2018-04-06,east
1671,periwinkle morsel,663.75,2018-04-06,west
1672,vermilion morsel,2669.65,2018-04-06,north
1673,vermilion morsel,2579.83,2018-04-06,south
1674,vermilion morsel,2994.0,2018-04-06,east
1675,vermilion morsel,2834.32,2018-04-06,west
1676,lapis morsel,1058.68,2018-04-06,north
1677,lapis morsel,1070.62,2018-04-06,south
1678,lapis morsel,1080.57,2018-04-06,east
1679,lapis morsel,1078.58,2018-04-06,west
1680,pink morsel,1725.0,2018-04-07,north
1681,pink morsel,1611.0,2018-04-07,south
1682,pink morsel,1788.0,2018-04-07,east
1683,pink morsel,1617.0,2018-04-07,west
1684,gold morsel,5044.95,2018-04-07,north
1685,gold morsel,5664.33,2018-04-07,south
1686,gold morsel,5494.5,2018-04-07,east
1687,gold morsel,5364.63,2018-04-07,west
1688,magenta morsel,1350.0,2018-04-07,north
1689,magenta morsel,1277.5,2018-04-07,south
1690,magenta morsel,1260.0,2018-04-07,east
1691,magenta morsel,1275.0,2018-04-07,west
1692,chartreuse morsel,1566.0,2018-04-07,north
1693,chartreuse morsel,1677.0,2018-04-07,south
1694,chartreuse morsel,1767.0,2018-04-07,east
1695,chartreuse morsel,1764.0,2018-04-07,west
1696,periwinkle morsel,642.5,2018-04-07,north
1697,periwinkle morsel,715.0,2018-04-07,south
1698,periwinkle morsel,696.25,2018-04-07,east
1699,periwinkle morsel,701.25,2018-04-07,west
1700,vermilion morsel,2549.8900000000003,2018-04-07,north
1701,vermilion morsel,2989.01,2018-04-07,south
1702,vermilion morsel,2509.9700000000003,2018-04-07,east
1703,vermilion morsel,2689.61,2018-04-07,west
1704,lapis morsel,1028.83,2018-04-07,north
1705,lapis morsel,1132.31,2018-04-07,south
1706,lapis morsel,1128.33,2018-04-07,east
1707,lapis morsel,1112.41,2018-04-07,west
1708,pink morsel,1656.0,2018-04-08,north
1709,pink morsel,1674.0,2018-04-08,south
1710,pink morsel,1557.0,2018-04-08,east
1711,pink morsel,1701.0,2018-04-08,west
1712,gold morsel,5884.11,2018-04-08,north
1713,gold morsel,5434.56,2018-04-08,south
1714,gold morsel,5254.74,2018-04-08,east
1715,gold morsel,5134.86,2018-04-08,west
1716,magenta morsel,1420.0,2018-04-08,north
1717,magenta morsel,1302.5,2018-04-08,south
1718,magenta morsel,1405.0,2018-04-08,east
1719,magenta morsel,1322.5,2018-04-08,west
1720,chartreuse morsel,1521.0,2018-04-08,north
1721,chartreuse morsel,1644.0,2018-04-08,south
1722,chartreuse morsel,1599.0,2018-04-08,east
1723,chartreuse morsel,1617.0,2018-04-08,west
1724,periwinkle morsel,736.25,2018-04-08,north
1725,periwinkle morsel,691.25,2018-04-08,south
1726,periwinkle morsel,703.75,2018-04-08,east
1727,periwinkle morsel,635.0,2018-04-08,west
1728,vermilion morsel,2854.28,2018-04-08,north
1729,vermilion morsel,2844.3,2018-04-08,south
1730,vermilion morsel,2514.96,2018-04-08,east
1731,vermilion morsel,2744.5,2018-04-08,west
1732,lapis morsel,1126.34,2018-04-08,north
1733,lapis morsel,1026.84,2018-04-08,south
1734,lapis morsel,1192.01,2018-04-08,east
1735,lapis morsel,1080.57,2018-04-08,west
1736,pink morsel,1686.0,2018-04-09,north
1737,pink morsel,1782.0,2018-04-09,south
1738,pink morsel,1641.0,2018-04-09,east
1739,pink morsel,1557.0,2018-04-09,west
1740,gold morsel,5104.89,2018-04-09,north
1741,gold morsel,5124.87,2018-04-09,south
1742,gold morsel,5344.650000000001,2018-04-09,east
1743,gold morsel,5014.9800000000005,2018-04-09,west
1744,magenta morsel,1412.5,2018-04-09,north
1745,magenta morsel,1410.0,2018-04-09,south
1746,magenta morsel,1345.0,2018-04-09,east
1747,magenta morsel,1335.0,2018-04-09,west
1748,chartreuse morsel,1668.0,2018-04-09,north
1749,chartreuse morsel,1518.0,2018-04-09,south
1750,chartreuse morsel,1500.0,2018-04-09,east
1751,chartreuse morsel,1770.0,2018-04-09,west
1752,periwinkle morsel,747.5,2018-04-09,north
1753,periwinkle morsel,715.0,2018-04-09,south
1754,periwinkle morsel,630.0,2018-04-09,east
1755,periwinkle morsel,628.75,2018-04-09,west
1756,vermilion morsel,2869.25,2018-04-09,north
1757,vermilion morsel,2634.7200000000003,2018-04-09,south
1758,vermilion morsel,2859.27,2018-04-09,east
1759,vermilion morsel,2619.75,2018-04-09,west
1760,lapis morsel,1030.82,2018-04-09,north
1761,lapis morsel,1084.55,2018-04-09,south
